off rel,off artifact,D3FEND Tactic,D3FEND Technique,def rel,def artifact
executes,Executable File,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable File,Deceive,Decoy File,spoofs,File
executes,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable File,Harden,File Encryption,encrypts,File
executes,Executable File,Harden,Local File Permissions,restricts,File
executes,Executable File,Detect,File Analysis,analyzes,File
executes,Executable File,Evict,File Removal,deletes,File
uses,Domain User Account,Detect,Domain Account Monitoring,monitors,Domain User Account
produces,Authorization,Detect,Job Function Access Pattern Analysis,analyzes,Authorization
produces,Authorization,Detect,Resource Access Pattern Analysis,analyzes,Authorization
produces,Authorization,Detect,Session Duration Analysis,analyzes,Authorization
produces,Authorization,Detect,Authorization Event Thresholding,analyzes,Authorization
uses,Local User Account,Detect,Local Account Monitoring,analyzes,Local User Account
uses,Default User Account,Evict,Account Locking,disables,User Account
produces,Authentication,Detect,Authentication Event Thresholding,analyzes,Authentication
uses,User Account,Harden,User Account Permissions,restricts,User Account
uses,Domain User Account,Harden,Multi-factor Authentication,authenticates,User Account
uses,User Account,Harden,Biometric Authentication,authenticates,User Account
uses,Default User Account,Harden,One-time Password,authenticates,User Account
uses,Default User Account,Harden,Strong Password Policy,strengthens,User Account
uses,Cloud User Account,Model,Access Modeling,maps,User Account
uses,Default User Account,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Get System Time,Detect,System Call Analysis,analyzes,System Call
may-run,System Time Application,Harden,Software Update,updates,Software
may-invoke,Get System Time,Isolate,System Call Filtering,filters,System Call
may-invoke,Get System Time,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-run,System Time Application,Model,Software Inventory,inventories,Software
no defensive relations yet,,,,,
may-create,Intranet Administrative Network Traffic,Detect,Connection Attempt Analysis,analyzes,Intranet Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Administrative Network Activity Analysis,analyzes,Intranet Administrative Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-invoke,Create Process,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-create,Intranet Administrative Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
may-invoke,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call
